conceptId,conceptName,vocabularyId,conceptSetName,target
3034739,Osmolality of Serum or Plasma by calculated by sum of electrolytes,LOINC,measurements,Alternative diagnoses
3000551,Thyroxine (T4) free index in Serum or Plasma by calculation,LOINC,measurements,Alternative diagnoses
3016451,Thyroxine (T4) [Mass/volume] in Blood,LOINC,measurements,Alternative diagnoses
3016991,Thyroxine (T4) [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3001019,Free T4 and TSH panel - Serum or Plasma,LOINC,measurements,Alternative diagnoses
3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
42529253,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,measurements,Alternative diagnoses
4215993,Administration of insulin,SNOMED,treatmentProcedures,Disease of interest
4148762,"Printen and Mason operation, high gastric bypass",SNOMED,treatmentProcedures,Alternative diagnoses
4143852,Laparoscopic sleeve gastrectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2002651,Laparoscopic gastric restrictive procedure,ICD9Proc,treatmentProcedures,Alternative diagnoses
2721104,Adjustment of gastric band diameter via subcutaneous port by injection or aspiration of saline,HCPCS,treatmentProcedures,Alternative diagnoses
4132738,Therapeutic phlebotomy,SNOMED,treatmentProcedures,Alternative diagnoses
2008381,Other therapeutic apheresis,ICD9Proc,treatmentProcedures,Alternative diagnoses
4128540,Partial excision of pituitary gland by transsphenoidal approach,SNOMED,treatmentProcedures,Alternative diagnoses
2000307,Unilateral adrenalectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
4073199,Total thyroidectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2000272,Other partial thyroidectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
2108974,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and Roux-en-Y gastroenterostomy (roux limb 150 cm or less)",CPT4,treatmentProcedures,Alternative diagnoses
2749004,"Bypass Stomach to Jejunum, Percutaneous Endoscopic Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2746766,"Excision of Stomach, Percutaneous Endoscopic Approach, Vertical",ICD10PCS,treatmentProcedures,Alternative diagnoses
2109616,"Laparoscopy, surgical; radical nephrectomy (includes removal of Gerota's fascia and surrounding fatty tissue, removal of regional lymph nodes, and adrenalectomy)",CPT4,treatmentProcedures,Alternative diagnoses
2000269,Unilateral thyroid lobectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
24609,Hypoglycemia,SNOMED,complications,Disease of interest
4214376,Hyperglycemia,SNOMED,complications,Disease of interest
4032787,Hyperosmolarity,SNOMED,complications,Disease of interest
4009573,Uninhibited neurogenic urinary bladder,SNOMED,complications,Disease of interest
3655355,Erectile dysfunction,SNOMED,complications,Disease of interest
134057,Disorder of cardiovascular system,SNOMED,complications,Disease of interest
443454,Cerebral infarction,SNOMED,complications,Disease of interest
74723,Arthropathy associated with a neurological disorder,SNOMED,complications,Disease of interest
201093,Infection of skin and/or subcutaneous tissue,SNOMED,complications,Disease of interest
201603,Disorder of teeth AND/OR supporting structures,SNOMED,complications,Disease of interest
435517,Acidosis,SNOMED,complications,Disease of interest
435788,Disorder of phosphorus metabolism,SNOMED,complications,Disease of interest
132797,Sepsis,SNOMED,complications,Disease of interest
4098604,Hypomagnesemia,SNOMED,complications,Disease of interest
439777,Anemia,SNOMED,complications,Disease of interest
432867,Hyperlipidemia,SNOMED,complications,Disease of interest
442793,Complication due to diabetes mellitus,SNOMED,complications,Disease of interest
375252,Disorder of eye,SNOMED,complications,Disease of interest
374034,Visual disturbance,SNOMED,complications,Disease of interest
2111054,"Treatment of extensive or progressive retinopathy (eg, diabetic retinopathy), photocoagulation",CPT4,complications,Disease of interest
40483287,Disorder of kidney and/or ureter,SNOMED,complications,Disease of interest
2106278,"Documentation of treatment for nephropathy (eg, patient receiving dialysis, patient being treated for ESRD, CRF, ARF, or renal insufficiency, any visit to a nephrologist) (DM)",CPT4,complications,Disease of interest
44786436,"Documentation of end stage renal disease (esrd), dialysis, renal transplant before or during the measurement period or pregnancy during the measurement period",HCPCS,complications,Disease of interest
199075,Neurogenic urinary bladder,SNOMED,complications,Disease of interest
4176969,Sequelae of cardiovascular disorders,SNOMED,complications,Disease of interest
4345577,Ischemic infarction of muscle,SNOMED,complications,Disease of interest
443551,Apraxia due to cerebrovascular accident,SNOMED,complications,Disease of interest
4112026,Sequelae of cerebral infarction,SNOMED,complications,Disease of interest
4099214,Type 1 diabetes mellitus with ulcer,SNOMED,complications,Disease of interest
197304,Ulcer of lower extremity,SNOMED,complications,Disease of interest
4028237,Cellulitis of foot,SNOMED,complications,Disease of interest
439928,Gangrenous disorder,SNOMED,complications,Disease of interest
4029926,Ischemic ulcer,SNOMED,complications,Disease of interest
133853,Osteomyelitis of ankle AND/OR foot,SNOMED,complications,Disease of interest
321052,Peripheral vascular disease,SNOMED,complications,Alternative diagnoses
374384,Cerebral ischemia,SNOMED,complications,Alternative diagnoses
373503,Transient cerebral ischemia,SNOMED,complications,Alternative diagnoses
24609,Hypoglycemia,SNOMED,complications,Alternative diagnoses
195847,Gastroparesis syndrome,SNOMED,complications,Alternative diagnoses
3655355,Erectile dysfunction,SNOMED,complications,Alternative diagnoses
321588,Heart disease,SNOMED,complications,Alternative diagnoses
73553,Arthropathy,SNOMED,complications,Alternative diagnoses
4167354,Hypogonadism,SNOMED,complications,Alternative diagnoses
4086587,Increased blood pressure,SNOMED,complications,Alternative diagnoses
133436,Thyrotoxic crisis,SNOMED,complications,Alternative diagnoses
375252,Disorder of eye,SNOMED,complications,Alternative diagnoses
442793,Complication due to diabetes mellitus,SNOMED,complications,Alternative diagnoses
198124,Kidney disease,SNOMED,complications,Alternative diagnoses
80593,Urinary complication,SNOMED,complications,Alternative diagnoses
4032787,Hyperosmolarity,SNOMED,complications,Alternative diagnoses
376337,Disorder of nervous system,SNOMED,complications,Alternative diagnoses
197331,Disorder of urinary tract,SNOMED,complications,Alternative diagnoses
435517,Acidosis,SNOMED,complications,Alternative diagnoses
435788,Disorder of phosphorus metabolism,SNOMED,complications,Alternative diagnoses
132797,Sepsis,SNOMED,complications,Alternative diagnoses
313928,Peripheral vascular complication,SNOMED,complications,Alternative diagnoses
43530623,Sequela of cerebrovascular accident,SNOMED,complications,Alternative diagnoses
443551,Apraxia due to cerebrovascular accident,SNOMED,complications,Alternative diagnoses
4164092,Acute cerebrovascular insufficiency,SNOMED,complications,Alternative diagnoses
4099651,Type 2 diabetes mellitus with ulcer,SNOMED,complications,Alternative diagnoses
4093228,Disorder of soft tissue of lower limb,SNOMED,complications,Alternative diagnoses
197304,Ulcer of lower extremity,SNOMED,complications,Alternative diagnoses
4028237,Cellulitis of foot,SNOMED,complications,Alternative diagnoses
439928,Gangrenous disorder,SNOMED,complications,Alternative diagnoses
4029926,Ischemic ulcer,SNOMED,complications,Alternative diagnoses
4093223,Vascular disorder of corpus cavernosum,SNOMED,complications,Alternative diagnoses
45768812,Anemia in chronic kidney disease,SNOMED,complications,Alternative diagnoses
192298,Hypersplenism,SNOMED,complications,Alternative diagnoses
199863,Primary bacterial peritonitis,SNOMED,complications,Alternative diagnoses
4223363,Aspiration of cataract by phacoemulsification,SNOMED,complications,Alternative diagnoses
4078368,Extraction of secondary membrane by discission,SNOMED,complications,Alternative diagnoses
40491916,One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens,SNOMED,complications,Alternative diagnoses
2111016,"Insertion of intraocular lens prosthesis (secondary implant), not associated with concurrent cataract removal",CPT4,complications,Alternative diagnoses
2110979,Fistulization of sclera for glaucoma; trabeculectomy ab externo in absence of previous surgery,CPT4,complications,Alternative diagnoses
2110980,Fistulization of sclera for glaucoma; trabeculectomy ab externo with scarring from previous ocular surgery or trauma (includes injection of antifibrotic agents),CPT4,complications,Alternative diagnoses
2111000,"Iridotomy/iridectomy by laser surgery (eg, for glaucoma) (per session)",CPT4,complications,Alternative diagnoses
194984,Disease of liver,SNOMED,complications,Alternative diagnoses
200528,Ascites,SNOMED,complications,Alternative diagnoses
4322024,Pulmonary hypertension,SNOMED,complications,Alternative diagnoses
75909,Disorder of bone,SNOMED,complications,Alternative diagnoses
4234997,Disorder of vein,SNOMED,complications,Alternative diagnoses
4258295,Embolism from thrombosis of vein of distal lower extremity,SNOMED,complications,Alternative diagnoses
4231363,Thrombosis,SNOMED,complications,Alternative diagnoses
316866,Hypertensive disorder,SNOMED,complications,Alternative diagnoses
437833,Hypokalemia,SNOMED,complications,Alternative diagnoses
37311319,Hypovolemia,SNOMED,complications,Alternative diagnoses
317002,Low blood pressure,SNOMED,complications,Alternative diagnoses
42709887,Hypertensive complication,SNOMED,complications,Alternative diagnoses
4023310,Blindness AND/OR vision impairment level,SNOMED,complications,Alternative diagnoses
256449,Bronchiectasis,SNOMED,complications,Alternative diagnoses
4170143,Respiratory tract infection,SNOMED,complications,Alternative diagnoses
4177862,Chronic hypoxemic respiratory failure,SNOMED,complications,Alternative diagnoses
192963,Disorder of pancreas,SNOMED,complications,Alternative diagnoses
